Count,ResponseCode,Duration,Mem,Cpu
1125,200,57,729960448,4
1129,200,29,729968640,4
1134,200,144,729968640,4
1139,200,75,729841664,4
1141,200,28,729841664,4
1143,200,38,729841664,4
1145,200,32,729714688,4
1146,200,23,729841664,4
1149,200,72,729841664,4
1152,200,40,729841664,4
1155,200,45,729841664,4
1166,200,54,729587712,4
1167,200,47,729587712,4
1169,200,128,729587712,4
1170,200,51,729587712,4
1174,200,29,732119040,4
1175,200,21,732127232,4
1177,200,58,732008448,4
1179,200,26,732008448,4
1181,200,49,732008448,4
1188,200,42,732016640,4
1193,200,35,731885568,4
1197,200,43,731885568,4
1198,200,34,731885568,4
1211,200,41,732139520,4
1215,200,22,732139520,4
1220,200,23,732139520,4
1225,200,65,732139520,4
1228,200,24,732139520,4
1233,200,19,732393472,4
1243,200,104,732266496,4
1246,200,27,732266496,4
1251,200,57,732266496,4
1263,200,101,732266496,4
1265,200,122,732266496,4
1266,200,53,732139520,4
1268,200,39,732139520,4
1269,200,101,732139520,4
1280,200,47,732012544,4
1283,200,65,732139520,4
1285,200,34,732266496,4
1287,200,27,732139520,4
1293,200,63,732266496,4
1294,200,48,732266496,4
1295,200,55,732139520,4
1297,200,24,732131328,4
1299,200,25,732012544,4
1314,200,22,732139520,4
1328,200,52,732004352,4
1335,200,52,732139520,4
1337,200,47,732139520,4
1341,200,38,732266496,4
1344,200,28,732139520,4
1350,200,21,732266496,4
1352,200,69,732143616,4
1361,200,28,732016640,4
1365,200,31,732016640,4
1366,200,43,731889664,4
1369,200,29,731889664,4
1372,200,35,732270592,4
1390,200,83,732143616,4
1405,200,39,731897856,4
1413,200,47,732024832,4
1414,200,28,732024832,4
1415,200,35,732024832,4
1416,200,57,732024832,4
1423,200,19,732024832,4
1424,200,21,731897856,4
1429,200,23,732016640,4
1434,200,56,732016640,4
1444,200,95,731889664,4
1450,200,170,731885568,4
1451,200,44,731889664,4
1454,200,55,732016640,4
1468,200,90,731762688,4
1470,200,31,731754496,4
1478,200,60,731762688,4
1480,200,100,731762688,4
1488,200,46,731762688,4
1490,200,26,731754496,4
1491,200,60,731762688,4
1492,200,23,731762688,4
1503,200,31,731762688,4
1504,200,55,731762688,4
1505,200,48,731762688,4
1507,200,26,731762688,4
1511,200,25,731508736,4
1524,200,33,731639808,4
1527,200,40,731766784,4
1530,200,57,731766784,4
1531,200,23,731766784,4
1533,200,87,731766784,4
1540,200,94,731893760,4
1544,200,59,731893760,4
1545,200,88,731893760,4
1549,200,34,731766784,4
1552,200,47,731639808,4
1556,200,36,731639808,4
1557,200,34,731639808,4
1562,200,47,731639808,4
1581,200,31,731639808,4
1583,200,56,731639808,4
1588,200,158,731512832,4
1590,200,45,731512832,4
1592,200,56,731639808,4
1594,200,123,731639808,4
1596,200,57,731639808,4
1599,200,43,731385856,4
1600,200,21,731377664,4
1612,200,32,731377664,4
1616,200,52,731250688,4
1620,200,30,731250688,4
1624,200,43,731377664,4
1626,200,61,731377664,4
1628,200,24,731377664,4
1629,200,33,731377664,4
1630,200,47,731377664,4
1631,200,33,731377664,4
1634,200,41,731504640,4
1636,200,39,731504640,4
1641,200,40,731504640,4
1644,200,61,731500544,4
1645,200,43,731504640,4
1648,200,59,731377664,4
1649,200,40,731377664,4
1656,200,59,732266496,4
1659,200,35,732266496,4
1662,200,27,732520448,4
1663,200,31,732520448,4
1664,200,23,732520448,4
1669,200,33,732520448,4
1672,200,21,732393472,4
1676,200,73,732393472,4
1677,200,52,732393472,4
1680,200,115,732524544,4
1690,200,57,732270592,4
1691,200,57,732270592,4
1703,200,34,732270592,4
1705,200,59,732270592,4
1706,200,199,732270592,4
1709,200,103,732270592,4
1712,200,33,732270592,4
1715,200,53,732270592,4
1718,200,27,732270592,4
1726,200,91,732270592,4
1728,200,29,732270592,4
1731,200,46,732270592,4
1733,200,43,732270592,4
1748,200,52,732262400,4
1751,200,31,732270592,4
1766,200,23,732270592,4
1769,200,50,732270592,4
1773,200,31,732397568,4
1776,200,63,732397568,4
1777,200,22,732397568,4
1781,200,30,732270592,4
1783,200,60,732270592,4
1785,200,28,732270592,4
1787,200,28,732143616,4
1790,200,119,732270592,4
1794,200,33,732270592,4
1796,200,30,732270592,4
1801,200,191,732389376,4
1827,200,74,732016640,4
1831,200,93,732016640,4
1832,200,49,732143616,4
1834,200,37,732016640,4
1835,200,99,732016640,4
1840,200,49,732016640,4
1844,200,182,732020736,4
1845,200,93,731893760,4
1848,200,467,731893760,4
1851,200,42,732020736,4
1854,200,68,731893760,4
1858,200,76,731893760,4
1863,200,39,731766784,4
1865,200,204,732020736,4
1879,200,67,731893760,4
1882,200,64,731766784,4
1884,200,160,731766784,4
1899,200,96,731774976,4
1909,200,64,731774976,4
1911,200,76,731766784,4
1917,200,389,731766784,4
1919,200,58,731766784,4
1933,200,85,731766784,4
1939,200,196,731766784,4
1944,200,43,731639808,4
1946,200,143,731639808,4
1961,200,38,731766784,4
1962,200,48,731766784,4
1992,200,33,731394048,4
1996,200,54,731394048,4
2004,200,69,731389952,4
2006,200,52,731398144,4
2007,200,31,731398144,4
2009,200,32,731398144,4
2018,200,44,731398144,4
2021,200,41,731398144,4
2027,200,32,731271168,4
2034,200,48,731398144,4
2045,200,64,731525120,4
2046,200,26,731652096,4
2049,200,54,731652096,4
2058,200,43,731525120,4
2059,200,62,731521024,4
2061,200,48,731525120,4
2071,200,118,731271168,4
2073,200,32,731144192,4
2085,200,25,731271168,4
2094,200,51,731652096,4
2095,200,38,731652096,4
2096,200,25,731779072,4
2105,200,21,731652096,4
2107,200,116,731525120,4
2109,200,35,731262976,4
2110,200,30,731271168,4
2118,200,38,731398144,4
2122,200,41,731398144,4
2125,200,24,731525120,4
2130,200,75,731652096,4
2141,200,41,731398144,4
2143,200,32,731398144,4
2146,200,44,731398144,4
2148,200,26,731398144,4
2149,200,62,731389952,4
2154,200,22,731398144,4
2160,200,117,731398144,4
2163,200,156,731398144,4
2170,200,66,731402240,4
2172,200,23,731402240,4
2173,200,46,731402240,4
2174,200,43,731529216,4
2181,200,50,731402240,4
2182,200,23,731402240,4
2184,200,126,731402240,4
2194,200,24,731402240,4
2197,200,31,731275264,4
2198,200,31,731275264,4
2203,200,61,731402240,4
2208,200,53,731402240,4
2211,200,45,731402240,4
2217,200,49,731402240,4
2222,200,195,731275264,4
2226,200,53,731275264,4
2230,200,44,731275264,4
2232,200,114,731275264,4
2243,200,26,731275264,4
2249,200,70,731402240,4
2260,200,29,731394048,4
2263,200,40,731402240,4
2266,200,21,731402240,4
2269,200,34,731402240,4
2272,200,56,731402240,4
2274,200,52,731402240,4
2275,200,44,731402240,4
2291,200,47,731021312,4
2292,200,53,731267072,4
2298,200,33,731275264,4
2301,200,21,731275264,4
2303,200,53,731148288,4
2304,200,50,731275264,4
2315,200,48,731275264,4
2316,200,31,731275264,4
2320,200,29,731275264,4
2328,200,23,731283456,4
2335,200,50,731287552,4
2338,200,47,731414528,4
2340,200,37,731287552,4
2351,200,39,731152384,4
2360,200,26,731287552,4
2364,200,64,731287552,4
2369,200,23,731287552,4
2372,200,441,731414528,4
2374,200,49,731287552,4
2375,200,47,731160576,4
2376,200,27,731287552,4
2380,200,63,731287552,4
2389,200,29,731287552,4
2391,200,29,731287552,4
2394,200,27,731279360,4
2402,200,57,731152384,4
2403,200,28,731152384,4
2406,200,33,731152384,4
2415,200,46,731144192,4
2418,200,24,731152384,4
2420,200,60,731152384,4
2421,200,33,731279360,4
2428,200,70,731152384,4
2441,200,38,731152384,4
2442,200,38,731152384,4
2449,200,41,731279360,4
2452,200,35,731152384,4
2455,200,39,731025408,4
2470,200,30,731152384,4
2474,200,53,730771456,4
2475,200,63,730898432,4
2485,200,39,731152384,4
2489,200,42,731152384,4
2497,200,46,731029504,4
2502,200,47,731156480,4
2503,200,46,731156480,4
2506,200,195,731156480,4
2509,200,43,731029504,4
2510,200,28,731156480,4
2520,200,32,731029504,4
2525,200,34,731156480,4
2544,200,45,731029504,4
2557,200,29,731156480,4
2562,200,48,731029504,4
2563,200,41,731029504,4
2564,200,26,731029504,4
2577,200,25,731029504,4
2581,200,51,731029504,4
2590,200,28,731156480,4
2595,200,38,731283456,4
2600,200,71,730902528,4
2607,200,60,730648576,4
2608,200,47,730775552,4
2616,200,72,730902528,4
2621,200,32,730894336,4
2622,200,34,730902528,4
2625,200,36,730902528,4
2627,200,45,730902528,4
2629,200,26,730902528,4
2630,200,34,730902528,4
2633,200,275,730775552,4
2636,200,28,730902528,4
2642,200,39,730894336,4
2643,200,124,730902528,4
2644,200,30,730902528,4
2650,200,32,730902528,4
2651,200,29,730775552,4
2654,200,68,730775552,4
2657,200,41,730779648,4
2665,200,54,730779648,4
2666,200,40,730779648,4
2669,200,100,730779648,4
2672,200,49,730779648,4
2673,200,28,730779648,4
2674,200,53,730779648,4
2675,200,51,730779648,4
2694,200,54,730644480,4
2695,200,30,730517504,4
2698,200,65,730787840,4
2703,200,43,730660864,4
2714,200,88,730533888,4
2723,200,35,730525696,4
2732,200,28,730533888,4
2733,200,45,730525696,4
2734,200,36,730533888,4
2737,200,49,730533888,4
2744,200,59,730525696,4
2746,200,25,730533888,4
2754,200,59,730660864,4
2758,200,40,730660864,4
2763,200,37,730656768,4
2770,200,38,730533888,4
2772,200,46,730533888,4
2774,200,47,730533888,4
2783,200,46,730652672,4
2784,200,26,730660864,4
2789,200,57,730660864,4
2792,200,31,730660864,4
2796,200,30,730533888,4
2801,200,93,730533888,4
2802,200,48,730533888,4
2804,200,54,730406912,4
2805,200,50,730533888,4
2813,200,29,730406912,4
2816,200,37,730660864,4
2818,200,32,730669056,4
2824,200,36,730664960,4
2835,200,62,730402816,4
2836,200,261,730411008,4
2840,200,30,730411008,4
2851,200,54,730537984,4
2852,200,46,730664960,4
2855,200,53,730537984,4
2857,200,43,730664960,4
2878,200,55,730411008,4
2882,200,26,730537984,4
2892,200,23,730284032,4
2899,200,30,730284032,4
2900,200,29,730284032,4
2912,200,69,730157056,4
2919,200,26,730038272,4
2924,200,20,730165248,4
2927,200,48,730292224,4
2929,200,53,730419200,4
2931,200,46,730292224,4
2935,200,25,730292224,4
2936,200,22,730292224,4
2937,200,40,730292224,4
2947,200,47,730021888,4
2948,200,94,730030080,4
2952,200,45,730030080,4
2956,200,42,730030080,4
2959,200,40,730030080,4
2961,200,76,730030080,4
2965,200,62,729903104,4
2966,200,71,729903104,4
2975,200,35,730157056,4
2978,200,38,730157056,4
2979,200,27,730284032,4
2980,200,47,730284032,4
2985,200,42,730152960,4
2997,200,46,730161152,4
3,200,800,732184576,3
5,200,635,732184576,3
6,200,78,732184576,3
9,200,29,732057600,3
16,200,24,731795456,3
19,200,25,731803648,3
29,200,48,731676672,3
43,200,39,731422720,3
46,200,42,731422720,3
48,200,108,731422720,3
53,200,30,732950528,3
57,200,21,732950528,3
58,200,32,733077504,3
62,200,40,733204480,3
66,200,75,733204480,3
70,200,51,733077504,3
75,200,174,733077504,3
77,200,79,732950528,3
92,200,40,733204480,3
93,200,33,733204480,3
97,200,27,733077504,3
102,200,21,732823552,3
103,200,37,732823552,3
104,200,26,732950528,3
117,200,20,733077504,3
131,200,36,732823552,3
132,200,38,732823552,3
135,200,24,732823552,3
136,200,27,732823552,3
137,200,35,732823552,3
140,200,22,732950528,3
147,200,72,732950528,3
152,200,41,732950528,3
158,200,24,732950528,3
160,200,24,732823552,3
162,200,32,732823552,3
172,200,39,732696576,3
173,200,26,732569600,3
174,200,48,732696576,3
175,200,34,732823552,3
177,200,35,732827648,3
179,200,32,732819456,3
183,200,42,732827648,3
188,200,26,732827648,3
190,200,24,732827648,3
195,200,26,732954624,3
199,200,20,733081600,3
209,200,83,732700672,3
211,200,31,732954624,3
213,200,53,732954624,3
214,200,38,732954624,3
220,200,23,732827648,3
221,200,93,732954624,3
224,200,48,732827648,3
226,200,72,732954624,3
229,200,75,732827648,3
230,200,21,732819456,3
232,200,52,732700672,3
233,200,56,732700672,3
236,200,27,732700672,3
238,200,42,732700672,3
241,200,82,732823552,3
251,200,28,732954624,3
257,200,376,732835840,3
263,200,85,732717056,3
269,200,119,732717056,3
271,200,53,732590080,3
272,200,21,732590080,3
273,200,40,732717056,3
277,200,33,732717056,3
286,200,21,732598272,3
293,200,53,732471296,3
298,200,35,732471296,3
299,200,26,732471296,3
301,200,45,732471296,3
304,200,75,732471296,3
306,200,22,732598272,3
312,200,28,732598272,3
314,200,28,732598272,3
319,200,27,732598272,3
321,200,29,732590080,3
322,200,41,732590080,3
334,200,75,732098560,3
335,200,30,732098560,3
349,200,41,731975680,3
356,200,70,731848704,3
359,200,36,731848704,3
361,200,62,731721728,3
364,200,34,731721728,3
367,200,23,731721728,3
371,200,72,731721728,3
375,200,28,731594752,3
386,200,27,731594752,3
387,200,24,731594752,3
388,200,39,731594752,3
391,200,47,731721728,3
394,200,22,731586560,3
400,200,24,731594752,3
402,200,31,731594752,3
403,200,28,731594752,3
406,200,26,731594752,3
407,200,37,731467776,3
413,200,20,731594752,3
418,200,125,731594752,3
419,200,80,731721728,3
420,200,41,731721728,3
423,200,75,731721728,3
426,200,35,731467776,3
436,200,63,731594752,3
441,200,29,731594752,3
442,200,43,731594752,3
443,200,51,731594752,3
456,200,36,731340800,3
475,200,37,731451392,3
483,200,435,731467776,3
490,200,22,731340800,3
493,200,61,731332608,3
498,200,49,731332608,3
507,200,21,731340800,3
511,200,21,731467776,3
519,200,20,731353088,3
522,200,60,731226112,3
531,200,61,731226112,3
541,200,39,731226112,3
542,200,87,731226112,3
546,200,40,731226112,3
554,200,29,731226112,3
555,200,27,731226112,3
556,200,90,731226112,3
557,200,47,731226112,3
560,200,30,731099136,3
562,200,46,731099136,3
563,200,24,731099136,3
564,200,26,731099136,3
572,200,62,731099136,3
576,200,41,731099136,3
578,200,34,731099136,3
582,200,31,731099136,3
585,200,206,730972160,3
586,200,32,730972160,3
587,200,34,730972160,3
588,200,100,731099136,3
589,200,17,731099136,3
597,200,33,731226112,3
599,200,24,731226112,3
603,200,34,731099136,3
605,200,28,730972160,3
609,200,19,730845184,3
610,200,25,730845184,3
614,200,58,730718208,3
616,200,79,730718208,3
619,200,164,730718208,3
620,200,114,730718208,3
621,200,24,730718208,3
622,200,30,730718208,3
630,200,68,730845184,3
635,200,18,730972160,3
636,200,28,730972160,3
643,200,61,731099136,3
650,200,76,731090944,3
653,200,78,731090944,3
655,200,31,730963968,3
659,200,36,730963968,3
668,200,60,730963968,3
669,200,25,730963968,3
670,200,40,730963968,3
672,200,37,730963968,3
676,200,40,730963968,3
677,200,35,730963968,3
678,200,118,730963968,3
685,200,30,730972160,3
688,200,77,730968064,3
694,200,47,730841088,3
696,200,49,730841088,3
697,200,47,730841088,3
699,200,90,730968064,3
705,200,26,730841088,3
710,200,22,730968064,3
714,200,43,730841088,3
734,200,36,730841088,3
735,200,56,730841088,3
737,200,25,730841088,3
739,200,45,730841088,3
742,200,33,730841088,3
760,200,41,730714112,3
764,200,52,730841088,3
766,200,61,730841088,3
768,200,82,730714112,3
776,200,22,730705920,3
779,200,53,730587136,3
786,200,34,730578944,3
791,200,95,730587136,3
796,200,26,730587136,3
808,200,52,730595328,3
810,200,26,730595328,3
815,200,29,730587136,3
817,200,61,730468352,3
818,200,69,730468352,3
832,200,72,730722304,3
836,200,60,730595328,3
841,200,81,730595328,3
846,200,32,730595328,3
849,200,49,730603520,3
852,200,72,730730496,3
858,200,29,730615808,3
860,200,24,730615808,3
861,200,39,730615808,3
864,200,153,730480640,3
868,200,45,730480640,3
870,200,76,730480640,3
873,200,39,730480640,3
877,200,81,730480640,3
878,200,201,730480640,3
883,200,34,730480640,3
895,200,37,730472448,3
896,200,55,730345472,3
898,200,22,730341376,3
902,200,86,730218496,3
907,200,33,730218496,3
910,200,28,730218496,3
918,200,40,730214400,3
920,200,48,730218496,3
921,200,22,730218496,3
922,200,39,730218496,3
928,200,33,730218496,3
933,200,80,730218496,3
934,200,75,730083328,3
935,200,77,730218496,3
938,200,31,730218496,3
949,200,45,730218496,3
952,200,72,730218496,3
955,200,19,730218496,3
958,200,23,730218496,3
959,200,29,730218496,3
964,200,71,730218496,3
965,200,36,730345472,3
966,200,168,730345472,3
971,200,80,730218496,3
973,200,23,730345472,3
974,200,35,730345472,3
979,200,53,730345472,3
982,200,47,730345472,3
983,200,34,730345472,3
984,200,23,730345472,3
987,200,85,730218496,3
988,200,82,730218496,3
990,200,67,730345472,3
1000,200,43,730599424,3
1003,200,40,730472448,3
1005,200,50,730468352,3
1006,200,93,730472448,3
1010,200,73,730472448,3
1011,200,28,730472448,3
1014,200,37,730464256,3
1018,200,31,730472448,3
1019,200,61,730472448,3
1021,200,33,730345472,3
1024,200,66,730345472,3
1028,200,31,730349568,3
1034,200,83,730214400,3
1035,200,32,730349568,3
1036,200,22,730349568,3
1045,200,35,730222592,3
1046,200,29,730222592,3
1053,200,73,730222592,3
1061,200,37,730222592,3
1062,200,89,730222592,3
1070,200,38,730222592,3
1074,200,30,730095616,3
1076,200,122,729841664,3
1087,200,149,730095616,3
1089,200,38,729968640,3
1092,200,23,730095616,3
1097,200,101,729968640,3
1098,200,79,729968640,3
1103,200,46,729968640,3
1104,200,38,729968640,3
1105,200,30,729964544,3
1107,200,39,729968640,3
1108,200,29,729968640,3
1109,200,75,729968640,3
1110,200,34,729968640,3
1113,200,56,729968640,3
1122,200,45,729841664,3
1126,200,20,729968640,3
1128,200,63,729968640,3
1132,200,31,729968640,3
1133,200,42,729968640,3
1137,200,459,729841664,3
1140,200,34,729841664,3
1153,200,27,729841664,3
1154,200,27,729841664,3
1157,200,31,729841664,3
1158,200,41,729841664,3
1164,200,48,729714688,3
1168,200,82,729587712,3
1178,200,77,732008448,3
1183,200,30,732008448,3
1192,200,36,731885568,3
1194,200,92,731877376,3
1195,200,40,731885568,3
1201,200,35,731885568,3
1202,200,29,731885568,3
1205,200,82,731885568,3
1210,200,212,732012544,3
1213,200,25,732139520,3
1214,200,42,732131328,3
1216,200,95,732139520,3
1217,200,43,732139520,3
1234,200,61,732393472,3
1237,200,20,732393472,3
1238,200,27,732266496,3
1244,200,208,732266496,3
1247,200,62,732266496,3
1250,200,34,732266496,3
1253,200,55,732266496,3
1254,200,45,732266496,3
1256,200,55,732266496,3
1258,200,225,732139520,3
1260,200,105,732266496,3
1267,200,32,732139520,3
1270,200,34,732139520,3
1275,200,42,732262400,3
1278,200,23,732139520,3
1284,200,81,732266496,3
1289,200,52,732139520,3
1305,200,40,732012544,3
1309,200,21,732012544,3
1315,200,29,732139520,3
1317,200,37,731885568,3
1326,200,39,732012544,3
1331,200,29,732139520,3
1334,200,31,732139520,3
1339,200,92,732139520,3
1349,200,55,732266496,3
1359,200,191,732016640,3
1364,200,26,732016640,3
1370,200,43,731889664,3
1373,200,49,732270592,3
1375,200,24,732143616,3
1376,200,78,732143616,3
1377,200,29,732143616,3
1382,200,28,732143616,3
1383,200,93,732143616,3
1384,200,267,732143616,3
1397,200,48,732024832,3
1408,200,52,731897856,3
1409,200,24,731897856,3
1410,200,84,732024832,3
1411,200,27,732024832,3
1412,200,24,732024832,3
1418,200,30,732024832,3
1419,200,45,732024832,3
1422,200,30,732151808,3
1428,200,26,731889664,3
1430,200,24,731889664,3
1432,200,50,731889664,3
1442,200,57,732016640,3
1447,200,47,731762688,3
1448,200,77,731762688,3
1457,200,49,732016640,3
1465,200,38,731889664,3
1466,200,25,731889664,3
1471,200,78,731762688,3
1482,200,46,731635712,3
1486,200,50,731635712,3
1493,200,43,731762688,3
1508,200,245,731762688,3
1514,200,21,731635712,3
1515,200,30,731635712,3
1519,200,64,731639808,3
1523,200,103,731639808,3
1534,200,22,731893760,3
1535,200,50,731893760,3
1537,200,323,731893760,3
1543,200,58,731893760,3
1546,200,37,731893760,3
1550,200,63,731631616,3
1566,200,29,731639808,3
1571,200,20,731639808,3
1580,200,27,731639808,3
1584,200,33,731639808,3
1607,200,33,731377664,3
1609,200,56,731377664,3
1621,200,34,731250688,3
1622,200,39,731377664,3
1633,200,37,731377664,3
1637,200,80,731504640,3
1639,200,56,731504640,3
1640,200,29,731504640,3
1653,200,58,732266496,3
1665,200,38,732393472,3
1667,200,33,732393472,3
1671,200,49,732266496,3
1673,200,36,732393472,3
1675,200,83,732393472,3
1681,200,27,732520448,3
1684,200,67,732389376,3
1693,200,26,732270592,3
1700,200,28,732270592,3
1702,200,36,732270592,3
1710,200,41,732270592,3
1721,200,44,732270592,3
1724,200,27,732270592,3
1725,200,75,732270592,3
1736,200,115,732143616,3
1737,200,303,732143616,3
1738,200,408,732139520,3
1742,200,68,732143616,3
1744,200,32,732270592,3
1745,200,60,732270592,3
1746,200,20,732270592,3
1747,200,29,732270592,3
1750,200,41,732270592,3
1753,200,55,732270592,3
1758,200,79,732270592,3
1762,200,25,732270592,3
1763,200,23,732270592,3
1764,200,40,732270592,3
1768,200,31,732270592,3
1771,200,34,732397568,3
1774,200,36,732397568,3
1778,200,30,732397568,3
1779,200,34,732397568,3
1791,200,23,732270592,3
1803,200,40,732270592,3
1804,200,169,732270592,3
1806,200,27,732270592,3
1813,200,42,732016640,3
1818,200,80,732143616,3
1819,200,75,732016640,3
1824,200,80,732143616,3
1830,200,208,732135424,3
1833,200,86,732143616,3
1846,200,58,731893760,3
1852,200,28,732020736,3
1855,200,81,731893760,3
1856,200,77,731893760,3
1857,200,151,731893760,3
1859,200,408,731893760,3
1862,200,60,731766784,3
1868,200,101,732020736,3
1871,200,259,732020736,3
1873,200,133,732020736,3
1874,200,46,732020736,3
1875,200,127,731893760,3
1878,200,66,731893760,3
1880,200,102,731893760,3
1887,200,123,731766784,3
1889,200,327,731766784,3
1891,200,59,731766784,3
1892,200,81,731766784,3
1895,200,84,731774976,3
1896,200,85,731774976,3
1921,200,63,731893760,3
1928,200,57,731893760,3
1932,200,138,731766784,3
1938,200,173,731893760,3
1942,200,258,731766784,3
1943,200,32,731766784,3
1947,200,64,731639808,3
1949,200,41,731766784,3
1954,200,78,731766784,3
1956,200,179,731766784,3
1958,200,81,731766784,3
1968,200,192,731766784,3
1969,200,80,731766784,3
1972,200,72,731766784,3
1973,200,65,731766784,3
1978,200,43,731639808,3
1982,200,81,731521024,3
1987,200,59,731521024,3
1993,200,97,731394048,3
1995,200,32,731394048,3
1997,200,89,731394048,3
2010,200,40,731398144,3
2016,200,103,731398144,3
2022,200,47,731398144,3
2025,200,37,731398144,3
2026,200,44,731398144,3
2030,200,52,731271168,3
2036,200,116,731525120,3
2039,200,28,731525120,3
2041,200,112,731398144,3
2053,200,75,731525120,3
2056,200,47,731525120,3
2063,200,35,731398144,3
2064,200,29,731398144,3
2066,200,47,731398144,3
2069,200,297,731271168,3
2072,200,69,731271168,3
2074,200,37,731144192,3
2075,200,151,731144192,3
2081,200,28,731144192,3
2091,200,44,731144192,3
2092,200,28,731652096,3
2093,200,32,731652096,3
2097,200,53,731779072,3
2108,200,56,731398144,3
2126,200,52,731525120,3
2128,200,83,731652096,3
2138,200,53,731398144,3
2151,200,188,731398144,3
2159,200,134,731398144,3
2161,200,50,731398144,3
2164,200,40,731398144,3
2165,200,65,731406336,3
2166,200,112,731406336,3
2168,200,215,731402240,3
2177,200,30,731275264,3
2179,200,37,731275264,3
2185,200,55,731402240,3
2195,200,89,731402240,3
2199,200,111,731275264,3
2201,200,82,731402240,3
2202,200,28,731529216,3
2205,200,26,731402240,3
2207,200,37,731402240,3
2214,200,95,731402240,3
2225,200,35,731275264,3
2238,200,42,731275264,3
2244,200,32,731275264,3
2246,200,24,731275264,3
2247,200,28,731275264,3
2251,200,206,731275264,3
2252,200,83,731275264,3
2265,200,87,731402240,3
2267,200,54,731402240,3
2268,200,40,731275264,3
2270,200,104,731402240,3
2271,200,33,731402240,3
2273,200,24,731402240,3
2276,200,36,731402240,3
2285,200,25,731402240,3
2290,200,30,731275264,3
2295,200,78,731148288,3
2297,200,27,731275264,3
2309,200,68,731402240,3
2310,200,36,731402240,3
2311,200,57,731402240,3
2314,200,99,731275264,3
2323,200,49,731275264,3
2326,200,20,731283456,3
2329,200,45,731287552,3
2333,200,52,731414528,3
2347,200,41,731279360,3
2357,200,36,731279360,3
2362,200,50,731160576,3
2367,200,34,731160576,3
2368,200,24,731287552,3
2371,200,89,731160576,3
2373,200,67,731414528,3
2383,200,25,731160576,3
2385,200,22,731160576,3
2399,200,168,731279360,3
2404,200,30,731144192,3
2407,200,26,731152384,3
2408,200,59,731152384,3
2410,200,67,731152384,3
2412,200,25,731152384,3
2414,200,31,731144192,3
2416,200,46,731152384,3
2422,200,23,731279360,3
2424,200,108,731152384,3
2425,200,154,731152384,3
2433,200,64,731152384,3
2435,200,84,731025408,3
2439,200,40,731025408,3
2445,200,34,731144192,3
2446,200,85,731025408,3
2457,200,23,731152384,3
2463,200,34,731152384,3
2466,200,68,731025408,3
2468,200,28,731279360,3
2476,200,39,730898432,3
2478,200,47,730898432,3
2481,200,40,731152384,3
2487,200,23,731279360,3
2493,200,40,731029504,3
2496,200,26,731029504,3
2500,200,25,731029504,3
2501,200,55,731029504,3
2504,200,49,731156480,3
2508,200,42,731029504,3
2512,200,105,731029504,3
2513,200,132,731156480,3
2518,200,61,731156480,3
2519,200,21,731156480,3
2523,200,75,731156480,3
